,username,tweet_content,datetime,hashtag,source,user_verified,url,sentence_length,hour,date,month,year
107,yogesh_xrma,Yogesh m Chelsea look tired If Chelsea Score Goal then Ill Give you who everyone like this post     ,2024-11-03 16:53:41,#Chelsea,Twitter Web,False,https://twitter.com/@yogesh_xrma/status/None,100,16.0,2024-11-03,11,2024
108,Obi_Uchendu,Obi Oct Drop One sentence to describe Nicolas Jackson Lets hear it  ,2024-10-27 23:13:30,#Chelsea,Twitter Web,False,https://twitter.com/@Obi_Uchendu/status/None,68,13.0,2024-10-27,10,2024
109,Walthamsteve,Wetlands Steve h Hercules Lord Salisbury slays the Hydra Chelsea Waterworks Co with his  Water  of aimed at improving  supply   in this Punch cartoon by Joseph Swain  Sun Nov   K,2024-11-02 19:21:46,#Chelsea,Twitter Web,False,https://twitter.com/@Walthamsteve/status/None,178,12.0,2024-11-02,11,2024
110,yamatohayashida,yamato m Good morning my beloved brother and sister Lets go COME ON CHELSEA     Gif k,2024-11-03 16:26:46,#Chelsea,Twitter Web,False,https://twitter.com/@yamatohayashida/status/None,85,16.0,2024-11-03,11,2024
111,CFC_Personal,PERSONAL Oct Take a look at Mudryk Vs Newcastle    K,2024-10-30 12:47:04,#Chelsea,Twitter Web,False,https://twitter.com/@CFC_Personal/status/None,52,14.0,2024-10-30,10,2024
112,Tumo21991,Sports channel Oct EVER seen This was filthy from Cole Palmer Its too easy for cold    K,2024-10-27 22:57:13,#Chelsea,Twitter Web,False,https://twitter.com/@Tumo21991/status/None,88,16.0,2024-10-27,10,2024
113,MarcGuiuXtra,Marc Guiu XTra Oct First players name that comes to your when you see this badge  THE CHELSEA FORUM K,2024-10-30 15:54:19,#Chelsea,Twitter Web,False,https://twitter.com/@MarcGuiuXtra/status/None,101,16.0,2024-10-30,10,2024
114,Talhaofficial01,Talha Ch Oct If Newcastle beats Chelsea tonight Ill send to everyone who like this tweet HALFTIME Newcastle Chelsea    K,2024-10-30 21:09:53,#Chelsea,Twitter Web,False,https://twitter.com/@Talhaofficial01/status/None,120,23.0,2024-10-30,10,2024
115,JoshuaAbel68,MiroCrypto h If Chelsea win Manchester United Ill give out in INJ Like and RT Tag a football fan    K,2024-11-03 08:14:24,#Chelsea,Twitter Web,False,https://twitter.com/@JoshuaAbel68/status/None,101,19.0,2024-11-03,11,2024
116,Kwamedespite551,MEGA_SPORTS Joshua Oct According to reports have held positive talks with youngster Josh Acheampong over a new deal at Stamford Bridge but there is no agreement yet between the parties All parties currently remain calm about the situation and the decision not playing was made amicably Show more Adjor and others,2024-10-27 06:19:36,#Chelsea,Twitter Web,False,https://twitter.com/@Kwamedespite551/status/None,312,16.0,2024-10-27,10,2024
117,lawson_od,h Our Kumasi people    ,2024-11-03 07:52:37,#Chelsea,Twitter Web,False,https://twitter.com/@lawson_od/status/None,23,12.0,2024-11-03,11,2024
118,Rajeshmalerna32,Rajesh m  Guru_Ki_Pahchan Complete Guru Sant Rampalji,2024-11-03 16:37:37,#Complete Guru Sant Rampalji,Twitter Web,False,https://twitter.com/@Rajeshmalerna32/status/None,53,22.0,2024-11-03,11,2024
119,Rajeshmalerna32,Rajesh m  Guru_Ki_Pahchan Complete Guru Sant Rampalji,2024-11-03 16:28:43,#Complete Guru Sant Rampalji,Twitter Web,False,https://twitter.com/@Rajeshmalerna32/status/None,53,15.0,2024-11-03,11,2024
120,Rajeshmalerna32,Rajesh m  Guru_Ki_Pahchan Complete Guru Sant Rampalji,2024-11-03 16:55:05,#Complete Guru Sant Rampalji,Twitter Web,False,https://twitter.com/@Rajeshmalerna32/status/None,53,21.0,2024-11-03,11,2024
121,Naitikg05260622,𝓝𝓪𝓲𝓽𝓲𝓴 𝓰𝓾𝓹𝓽𝓪 h  Any saint who tells devotional practice according to the scriptures and guides the devotee society then he is a complete saint VisitUS Satlok Ashram YouTube Channel Complete Guru Sant Rampalji,2024-11-03 15:08:38,#Complete Guru Sant Rampalji,Twitter Web,False,https://twitter.com/@Naitikg05260622/status/None,208,8.0,2024-11-03,11,2024
122,SahilArora739,Sahil Arora h The retarded people who have deviated from their homes and roaming the streets are helped by the servants of the Dera Sacha SaudaThese servants take care of them like their family members get them treated and introduce them to their families K,2024-11-04 01:24:13,#डेरा सच्चा सौदा,Twitter Web,False,https://twitter.com/@SahilArora739/status/None,257,6.0,2024-11-04,11,2024
123,PoonamBagga6,Poonam Bagga h Today many people prioritize personal benefits and ignore people struggling with mental healthInspired by Saint Dr MSG Insan the  of Dera Sacha Sauda helps such people re introduce their families,2024-11-04 02:08:32,#डेरा सच्चा सौदा,Twitter Web,False,https://twitter.com/@PoonamBagga6/status/None,210,7.0,2024-11-04,11,2024
124,journalistkrish,Journalist Krishna Pandit h Keep teaching keep teaching the real face of the news popular national Hindi daily newspaper Purvanchal State,2024-11-04 02:27:26,#पूर्व प्रदेश,Twitter Web,False,https://twitter.com/@journalistkrish/status/None,137,16.0,2024-11-04,11,2024
125,ChitranjanGaga1,Chitranjan gagan h Fairness should also be seen In this way the trust of the people has been lost from the Election Commission  Election_A Yoga  Yoga,2024-11-02 19:57:14,#चुनाव आयोग,Twitter Web,False,https://twitter.com/@ChitranjanGaga1/status/None,149,16.0,2024-11-02,11,2024
126,s_bhandari2,Election Commission,2024-11-03 05:34:39,#चुनाव आयोग,Twitter Web,False,https://twitter.com/@s_bhandari2/status/None,19,16.0,2024-11-03,11,2024
127,ModiLeDubega,Lalu Prasad Yadav Parody h But our Central Chow Commission is committed to dancing on the BJP and PMO The Central Chu Commission is a sub line of Deen Dayal Marg Quote Sheeetalpsingh h If we distribute these Irfan Ansari Alam will rob us BJPs Chief Minister of Assam in Jharkhand elections Our Election Commission is officially committed to punish the attempt to seek votes on such a direct communal partition,2024-11-03 03:55:51,#चुनाव आयोग,Twitter Web,False,https://twitter.com/@ModiLeDubega/status/None,409,15.0,2024-11-03,11,2024
128,mulnivasi_raj,BJP Mukti Party MP Blessed Jan Chunav Commission Thie  _YAYYYYYYYY he he he was born to  _YAYYYYYYYY he he he was born to  _YAYYYYYYYY he he he was born to  _YAYYYYYYYY he he he was born to  _YAYYYYYYYY he he he was born to  _YAYYYYYYYY he he he was born to  _YAYYYYYYYY he he he was born to  _YAYYYYYYYY he he he was born to k,2024-01-31 03:58:38,#चुनाव आयोग,Twitter Web,False,https://twitter.com/@mulnivasi_raj/status/None,327,1.0,2024-01-31,1,2024
129,ChobeyManisha,Manisha Choubey 𝙄𝙉𝘿𝙄𝘼 Apr Has the Chota Commission given the right to hold elections to BJP BJP workers are going from house to house with ballot paper and installing stamps What is the need to hold elections again Watch the video where the country is going Form 𝙈𝙪𝙧𝙩𝙞 𝙉𝙖𝙞𝙣 𝙉𝙖𝙞𝙣 K,2024-04-15 15:27:57,#चुनाव आयोग,Twitter Web,False,https://twitter.com/@ChobeyManisha/status/None,280,2.0,2024-04-15,4,2024
130,s_bhandari2,Bhandari sinc Nov According to the allegations against the Election Commission shamelessly these dignitaries sitting in the highest positions of the countrys electoral constitutional institution have openly biased and gave unfair advantage of the BJP and especially have danced to the dishonesty in Haryana elections this institution has done this institutionThe dignity of the wire Show more Supriya Shrinate and others,2024-11-02 15:30:20,#चुनाव आयोग,Twitter Web,False,https://twitter.com/@s_bhandari2/status/None,420,2.0,2024-11-02,11,2024
131,sudhanshukashi,Sudhanshu Kulshrestha h There is no mistake of the government in this the fault in this is ours and yoursThat we should go to conscious in timeAnd  protect the environment pods should be plantedNow see  are also being cut it should be saved     ,2024-11-02 06:26:49,#पर्यावरण संरक्षण,Twitter Web,False,https://twitter.com/@sudhanshukashi/status/None,245,19.0,2024-11-02,11,2024
132,DrAniLKPatelBJP,Dr Anil Kumar Patel h Long live Shri Krishna Heartfelt congratulations to all the people of  Puja to the people of the state  holy festival dedicated to nature worship and  is very special through which our responsibility is fixed for  protection it is a sense of gratitude of our eternal culture Show more Dr Mohan Yadav and others,2024-11-01 21:07:19,#पर्यावरण संरक्षण,Twitter Web,False,https://twitter.com/@DrAniLKPatelBJP/status/None,332,5.0,2024-11-01,11,2024
133,rajanandaganva1,Sant Shri Asharamji Ashram Rajnandgaon Chhattisgarh Jun  Today is June World Environment Day Pujya Sant Shri Asharamji Bapu says that it is our duty to protect the environment For the protection of the environment mango Amla Neem Peepal Banyan etc should be planted around you Protect our Earth Show more,2024-06-05 02:30:11,#पर्यावरण संरक्षण,Twitter Web,False,https://twitter.com/@rajanandaganva1/status/None,304,3.0,2024-06-05,6,2024
134,Balsanskarsewa,Environmental ProtectionLife Defense,2020-06-05 03:50:33,#पर्यावरण संरक्षण,Twitter Web,False,https://twitter.com/@Balsanskarsewa/status/None,36,3.0,2020-06-05,6,2020
135,DrPriyankaBMR,Prakriti Pujan Program,2021-06-05 06:38:16,#पर्यावरण संरक्षण,Twitter Web,False,https://twitter.com/@DrPriyankaBMR/status/None,22,15.0,2021-06-05,6,2021
136,ombirlakota,Om birla Jun  environment_Divas is the occasion when we express our resolve to conserve nature repeating our resolve We have to go to the shelter of nature to save the Earth from the ill effects of Vivid changeIt is our collective responsibility to make the land clean and green,2020-06-05 02:31:39,#पर्यावरण संरक्षण,Twitter Web,False,https://twitter.com/@ombirlakota/status/None,278,15.0,2020-06-05,6,2020
137,drmadhu_bishnoi,Dr Madhu_Bishnoi Jun Trees plants rivers rivers rhythm mountains animals and birds are all part of this nature and if a person wants to save his life and future then nature has to be protected To protect the environment The future has to be cherished   ,2022-06-05 06:58:59,#पर्यावरण संरक्षण,Twitter Web,False,https://twitter.com/@drmadhu_bishnoi/status/None,253,6.0,2022-06-05,6,2022
138,Estebanalcar,Esteban Alcaraz h The worst scenario for  laundry The two broken carsWe will have to see who long or  K,2024-11-03 12:28:56,#Franco,Twitter Web,False,https://twitter.com/@Estebanalcar/status/None,103,21.0,2024-11-03,11,2024
139,ChhaganiC85108,Chhagani choudhary m If you want Rohit Sharma to retire like this tweet      ,2024-11-04 05:43:16,#Gambhir,Twitter Web,False,https://twitter.com/@ChhaganiC85108/status/None,77,2.0,2024-11-04,11,2024
140,UtdSahil,Army Army h  In from,2024-11-03 19:05:25,#Garnacho,Twitter Web,False,https://twitter.com/@UtdSahil/status/None,20,3.0,2024-11-03,11,2024
141,Lankesssh,Ravan Nov Govardhan Puja on our residence Lanka Happy Govardhan Puja to all   K,2023-11-14 06:03:00,#गोवर्धन पूजा,Twitter Web,False,https://twitter.com/@Lankesssh/status/None,79,6.0,2023-11-14,11,2023
142,RDSinghinc,Ramadeep Singh Narula Nov Happy Govardhana Puja to all the people of the country   Congress and others,2024-11-02 03:09:11,#गोवर्धन पूजा,Twitter Web,False,https://twitter.com/@RDSinghinc/status/None,102,2.0,2024-11-02,11,2024
143,KumaarSaagar,Sudarshan News,2024-11-03 06:57:14,#गोवर्धन पूजा,Twitter Web,False,https://twitter.com/@KumaarSaagar/status/None,14,6.0,2024-11-03,11,2024
144,Anil_Alapuri,Conceptual platform m Replying to My incident is from Ekah Firozabad The fort had a private school and a government school near Ramlila Maidan right in front of the fort,2024-11-03 16:43:01,#सरकारी स्कूल,Twitter Web,False,https://twitter.com/@Anil_Alapuri/status/None,169,12.0,2024-11-03,11,2024
145,vipingarg111,Vipin Garg Oct Do not be confused it is not a private government school it is a government school in Delhi Vote yours our promise of great school  School  School,2024-10-31 06:18:52,#सरकारी स्कूल,Twitter Web,False,https://twitter.com/@vipingarg111/status/None,161,5.0,2024-10-31,10,2024
146,UstadSays,Teacher Ive ive ry ive October A beautiful view of the morning assembly at Government Higher Secondary School Groot District Khushab    k,2024-10-30 15:13:27,#सरकारी स्कूल,Twitter Web,False,https://twitter.com/@UstadSays/status/None,137,19.0,2024-10-30,10,2024
147,JmmRanchi_,JMM Ranchi h Jharkhand was constantly discriminated against by the BJP government at the Center denied the rights of Jharkhand Hemant Soren ji not only continued development works with his skilled leadership but also launched the Mainian Samman Yojana to empower half the population women,2024-11-03 07:42:55,#हेमंत सोरेन,Twitter Web,False,https://twitter.com/@JmmRanchi_/status/None,288,6.0,2024-11-03,11,2024
148,s_afreen7,SADAF AFREEN صدف Jun How long would the dictatorship last Hemant Soren was released from Ranchi Jail after five months The High Court has given Zamanat to Hemant Soren Form Surendra Rajput k,2024-06-28 11:03:00,#हेमंत सोरेन,Twitter Web,False,https://twitter.com/@s_afreen7/status/None,190,3.0,2024-06-28,6,2024
149,tiktokviral320,Ciwiktiktod Oct It wants to look     K,2024-10-30 17:17:53,#Hijab,Twitter Web,False,https://twitter.com/@tiktokviral320/status/None,38,6.0,2024-10-30,10,2024
150,hijabiholic,Saima Baig h I Love ,2024-11-03 10:20:14,#Hijab,Twitter Web,False,https://twitter.com/@hijabiholic/status/None,20,16.0,2024-11-03,11,2024
151,ThePerilousGirl,Pooja Sangwan h True Feminist of Iran This Iranian woman protested against the morality police of Iran which force women to wear Burkha or Hijab More power to her     From Mossad Commentary K,2024-11-03 10:22:01,#Hijab,Twitter Web,False,https://twitter.com/@ThePerilousGirl/status/None,191,6.0,2024-11-03,11,2024
152,OsiOsint1,OsintWorld m To divert attention from the outrage over Hijab rules the Iranian regime claims that Ahoo Daryaei is mentally ill and sent to a psychiatric hospital She was arrested by the regime and is currently held in an unknown location     ,2024-11-03 16:15:05,#Hijab,Twitter Web,False,https://twitter.com/@OsiOsint1/status/None,242,15.0,2024-11-03,11,2024
153,MrSpiritsRaven,𓂆𝕄𝕣JB h Young Woman student in  protesting the  she received for wearing her  She removed her  walked around campus wearing her bra panties in protest She was arrested but Not Before She Made A Point MANY Will Never Forget Quote Masih Alinejad h In Iran a student harassed by her universitys morality police over her improper hijab didnt back down She turned her body into a protest stripping to her underwear and marching through campusdefying a regime that constantly controls womens bodies Her act is a powerful Show more,2024-11-03 12:58:28,#Hijab,Twitter Web,False,https://twitter.com/@MrSpiritsRaven/status/None,524,7.0,2024-11-03,11,2024
154,TakeYcc,Yuono Take YCC Oct GM       K,2024-10-29 01:03:12,#Hijab,Twitter Web,False,https://twitter.com/@TakeYcc/status/None,29,11.0,2024-10-29,10,2024
155,ErWasap,Mor The Faith h In this Iranian young woman who takes off her clothes after being beaten by the moral police there is the fight rage pride sorority courage challenge daring and beauty of all the women of this planet Iranian women will overcome   ,2024-11-03 13:13:32,#Hijab,Twitter Web,False,https://twitter.com/@ErWasap/status/None,246,17.0,2024-11-03,11,2024
156,Juliasurparis75,Julia Oct I accept the species and I have my apartment on Paris       K,2024-10-30 20:35:29,#Hijab,Twitter Web,False,https://twitter.com/@Juliasurparis75/status/None,71,10.0,2024-10-30,10,2024
157,omidhabibinia,Omid Habibinia Nov Tehran Today A Brave  at the University of Science and Research in  Protested today by Taking off all her Clothes in Response to an attack by   Security forces They had torn her clothes because she was not wearing  K,2024-11-02 13:53:14,#Hijab,Twitter Web,False,https://twitter.com/@omidhabibinia/status/None,235,10.0,2024-11-02,11,2024
158,MarianoGiustino,Woman Life Freedom,2024-11-02 22:56:05,#Hijab,Twitter Web,False,https://twitter.com/@MarianoGiustino/status/None,18,16.0,2024-11-02,11,2024
159,hseill,and women,2024-10-29 09:15:19,#Hijab,Twitter Web,False,https://twitter.com/@hseill/status/None,9,12.0,2024-10-29,10,2024
160,saharan__14,sunaina h This is not just a picture of the country showing the falling mindset of the country  ,2024-11-03 14:41:35,#Hijab,Twitter Web,False,https://twitter.com/@saharan__14/status/None,96,1.0,2024-11-03,11,2024
161,yayoik5,Yayoi Kurokawa NOV Yesterdays photo and video     fetish K,2024-11-01 23:40:17,#Hijab,Twitter Web,False,https://twitter.com/@yayoik5/status/None,58,13.0,2024-11-01,11,2024
162,BJilge,psychological studies,2024-11-03 15:24:08,#Hijab,Twitter Web,False,https://twitter.com/@BJilge/status/None,21,20.0,2024-11-03,11,2024
